Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.01    0.00 40732200/40772000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [7]
                0.00    0.00     513/2575        std::vector<double, std::allocator<double> >::size() const [38]
                0.00    0.00     513/1538        std::vector<double, std::allocator<double> >::begin() [45]
                0.00    0.00     513/513         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::fill_n<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [69]
-----------------------------------------------
                0.00    0.23       1/1           main [1]
[3]     99.9    0.00    0.23       1         CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [3]
                0.05    0.18     513/513         MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
                0.00    0.00    5122/5122        std::vector<double, std::allocator<double> >::data() [35]
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
                0.00    0.00     512/512         double const& std::max<double>(double const&, double const&) [70]
                0.00    0.00       4/7           std::allocator<double>::allocator() [90]
                0.00    0.00       4/5           std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [121]
                0.00    0.00       4/17          std::allocator<double>::~allocator() [73]
                0.00    0.00       4/7           std::vector<double, std::allocator<double> >::~vector() [102]
-----------------------------------------------
                0.00    0.00   59600/30634400     MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.08    0.00 30574800/30634400     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
[4]     37.0    0.09    0.00 30634400         std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
-----------------------------------------------
                0.04    0.00 25444800/25444800     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
[5]     19.6    0.04    0.00 25444800         std::vector<double, std::allocator<double> >::operator[](unsigned long) const [5]
-----------------------------------------------
                0.00    0.00       2/15287927     std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [12]
                0.00    0.00       4/15287927     std::vector<int, std::allocator<int> >::resize(unsigned long) [11]
                0.00    0.00       8/15287927     std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [13]
                0.04    0.00 15287913/15287927     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
[6]     17.4    0.04    0.00 15287927         std::vector<int, std::allocator<int> >::size() const [6]
-----------------------------------------------
                0.00    0.00   10000/40772000     Solver::init_source_term(double) [10]
                0.00    0.00   29800/40772000     MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.01    0.00 40732200/40772000     MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
[7]      4.3    0.01    0.00 40772000         std::vector<double, std::allocator<double> >::operator[](unsigned long) [7]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[8]      0.1    0.00    0.00       1         CGSolverSparse::read_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8]
                0.00    0.00       1/1           MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00       1/1           MatrixCOO::m() const [185]
                0.00    0.00       1/1           MatrixCOO::n() const [186]
-----------------------------------------------
                0.00    0.00       1/1           CGSolverSparse::read_matrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [8]
[9]      0.1    0.00    0.00       1         MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
                0.00    0.00   59600/30634400     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.00    0.00   29800/40772000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [7]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::resize(unsigned long) [11]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [151]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[10]     0.0    0.00    0.00       1         Solver::init_source_term(double) [10]
                0.00    0.00   10000/40772000     std::vector<double, std::allocator<double> >::operator[](unsigned long) [7]
                0.00    0.00       1/2           std::vector<double, std::allocator<double> >::resize(unsigned long) [151]
-----------------------------------------------
                0.00    0.00       2/2           MatrixCOO::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [9]
[11]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::resize(unsigned long) [11]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [12]
                0.00    0.00       4/15287927     std::vector<int, std::allocator<int> >::size() const [6]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::resize(unsigned long) [11]
[12]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [12]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [13]
                0.00    0.00       2/15287927     std::vector<int, std::allocator<int> >::size() const [6]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::max_size() const [87]
                0.00    0.00       4/6           std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [113]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [133]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_use_relocate() [155]
                0.00    0.00       2/2           int* std::__uninitialized_default_n_a<int*, unsigned long, int>(int*, unsigned long, std::allocator<int>&) [168]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [153]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [122]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [12]
[13]     0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [13]
                0.00    0.00       8/15287927     std::vector<int, std::allocator<int> >::size() const [6]
                0.00    0.00       4/8           std::vector<int, std::allocator<int> >::max_size() const [87]
                0.00    0.00       2/4           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [123]
-----------------------------------------------
                0.00    0.00    5122/5122        std::vector<double, std::allocator<double> >::data() [35]
[34]     0.0    0.00    0.00    5122         double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [34]
-----------------------------------------------
                0.00    0.00    5122/5122        CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [3]
[35]     0.0    0.00    0.00    5122         std::vector<double, std::allocator<double> >::data() [35]
                0.00    0.00    5122/5122        double* std::vector<double, std::allocator<double> >::_M_data_ptr<double>(double*) const [34]
-----------------------------------------------
                0.00    0.00    1025/4613        std::vector<double, std::allocator<double> >::end() [47]
                0.00    0.00    1538/4613        std::vector<double, std::allocator<double> >::begin() [45]
                0.00    0.00    2050/4613        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [39]
[36]     0.0    0.00    0.00    4613         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00    1028/3076        void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [66]
                0.00    0.00    2048/3076        double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [44]
[37]     0.0    0.00    0.00    3076         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [37]
-----------------------------------------------
                0.00    0.00       2/2575        std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [149]
                0.00    0.00       4/2575        std::vector<double, std::allocator<double> >::resize(unsigned long) [151]
                0.00    0.00       8/2575        std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00     513/2575        MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
                0.00    0.00    2048/2575        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[38]     0.0    0.00    0.00    2575         std::vector<double, std::allocator<double> >::size() const [38]
-----------------------------------------------
                0.00    0.00    1024/2050        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [56]
                0.00    0.00    1026/2050        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__fill_n_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&, std::random_access_iterator_tag) [67]
[39]     0.0    0.00    0.00    2050         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [39]
                0.00    0.00    2050/4613        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00    1024/2048        std::vector<double, std::allocator<double> >::begin() const [50]
                0.00    0.00    1024/2048        std::vector<double, std::allocator<double> >::end() const [49]
[40]     0.0    0.00    0.00    2048         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [40]
-----------------------------------------------
                0.00    0.00    2048/2048        double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
[41]     0.0    0.00    0.00    2048         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [41]
-----------------------------------------------
                0.00    0.00    2048/2048        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [60]
[42]     0.0    0.00    0.00    2048         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [42]
-----------------------------------------------
                0.00    0.00    2048/2048        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
[43]     0.0    0.00    0.00    2048         double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
                0.00    0.00    2048/2048        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [41]
-----------------------------------------------
                0.00    0.00    1024/2048        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
                0.00    0.00    1024/2048        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [56]
[44]     0.0    0.00    0.00    2048         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [44]
                0.00    0.00    2048/3076        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [37]
-----------------------------------------------
                0.00    0.00       1/1538        main [1]
                0.00    0.00     513/1538        MatrixCOO::mat_vec(std::vector<double, std::allocator<double> > const&, std::vector<double, std::allocator<double> >&) [2]
                0.00    0.00    1024/1538        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[45]     0.0    0.00    0.00    1538         std::vector<double, std::allocator<double> >::begin() [45]
                0.00    0.00    1538/4613        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00       4/1040        std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [149]
                0.00    0.00       5/1040        std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long) [120]
                0.00    0.00       7/1040        std::vector<double, std::allocator<double> >::~vector() [102]
                0.00    0.00    1024/1040        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[46]     0.0    0.00    0.00    1040         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [46]
-----------------------------------------------
                0.00    0.00       1/1025        main [1]
                0.00    0.00    1024/1025        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[47]     0.0    0.00    0.00    1025         std::vector<double, std::allocator<double> >::end() [47]
                0.00    0.00    1025/4613        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[48]     0.0    0.00    0.00    1024         __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [48]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[49]     0.0    0.00    0.00    1024         std::vector<double, std::allocator<double> >::end() const [49]
                0.00    0.00    1024/2048        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [40]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[50]     0.0    0.00    0.00    1024         std::vector<double, std::allocator<double> >::begin() const [50]
                0.00    0.00    1024/2048        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [40]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[51]     0.0    0.00    0.00    1024         std::vector<double, std::allocator<double> >::capacity() const [51]
-----------------------------------------------
                0.00    0.00    1024/1024        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [59]
[52]     0.0    0.00    0.00    1024         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [52]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [61]
[53]     0.0    0.00    0.00    1024         void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [53]
-----------------------------------------------
                0.00    0.00    1024/1024        CGSolverSparse::solve(std::vector<double, std::allocator<double> >&) [3]
[54]     0.0    0.00    0.00    1024         std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
                0.00    0.00    2048/2575        std::vector<double, std::allocator<double> >::size() const [38]
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> > const* std::__addressof<std::vector<double, std::allocator<double> > const>(std::vector<double, std::allocator<double> > const&) [55]
                0.00    0.00    1024/1024        __gnu_cxx::__alloc_traits<std::allocator<double>, double>::_S_propagate_on_copy_assign() [48]
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::capacity() const [51]
                0.00    0.00    1024/1040        std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [46]
                0.00    0.00    1024/1025        std::vector<double, std::allocator<double> >::end() [47]
                0.00    0.00    1024/1538        std::vector<double, std::allocator<double> >::begin() [45]
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::end() const [49]
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::begin() const [50]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [60]
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [62]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[55]     0.0    0.00    0.00    1024         std::vector<double, std::allocator<double> > const* std::__addressof<std::vector<double, std::allocator<double> > const>(std::vector<double, std::allocator<double> > const&) [55]
-----------------------------------------------
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
[56]     0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [56]
                0.00    0.00    1024/2048        double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [44]
                0.00    0.00    1024/2050        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [39]
-----------------------------------------------
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [60]
[57]     0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
                0.00    0.00    2048/2048        double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [43]
                0.00    0.00    1024/2048        double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [44]
                0.00    0.00    1024/1024        double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [58]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [56]
-----------------------------------------------
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
[58]     0.0    0.00    0.00    1024         double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [58]
                0.00    0.00    1024/1024        double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [59]
-----------------------------------------------
                0.00    0.00    1024/1024        double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*) [58]
[59]     0.0    0.00    0.00    1024         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [59]
                0.00    0.00    1024/1024        double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [52]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[60]     0.0    0.00    0.00    1024         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [60]
                0.00    0.00    2048/2048        __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [42]
                0.00    0.00    1024/1024        __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [57]
-----------------------------------------------
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [62]
[61]     0.0    0.00    0.00    1024         void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [61]
                0.00    0.00    1024/1024        void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [53]
-----------------------------------------------
                0.00    0.00    1024/1024        std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [54]
[62]     0.0    0.00    0.00    1024         void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, std::allocator<double>&) [62]
                0.00    0.00    1024/1024        void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [61]
-----------------------------------------------
                0.00    0.00       2/522         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [169]
                0.00    0.00       7/522         double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [109]
                0.00    0.00     513/522         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::fill_n<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [69]
[63]     0.0    0.00    0.00     522         std::__size_to_integer(unsigned long) [63]
-----------------------------------------------
                0.00    0.00       7/521         void std::__fill_a<double*, double>(double*, double*, double const&) [112]
                0.00    0.00     514/521         void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [66]
[64]     0.0    0.00    0.00     521         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&) [64]
-----------------------------------------------
                0.00    0.00       1/514         void std::fill<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [194]
